Name: Sub-Delta Drift, Freq: 0.6, Mode: subdelta
Name: High Hertz 76, Freq: 322.5, Mode: highgamma
Name: High Hertz 77, Freq: 326, Mode: gamma
Name: High Hertz 78, Freq: 329.5, Mode: highgamma
Name: High Hertz 79, Freq: 333, Mode: gamma
Name: High Hertz 80, Freq: 336.5, Mode: highgamma
Name: High Hertz 81, Freq: 340, Mode: gamma
Name: High Hertz 82, Freq: 343.5, Mode: highgamma
Name: High Hertz 83, Freq: 347, Mode: gamma
Name: High Hertz 84, Freq: 350.5, Mode: highgamma
Name: High Hertz 85, Freq: 354, Mode: gamma
Name: High Hertz 86, Freq: 357.5, Mode: highgamma
Name: High Hertz 87, Freq: 361, Mode: gamma
Name: High Hertz 88, Freq: 364.5, Mode: highgamma
Name: High Hertz 89, Freq: 368, Mode: gamma
Name: High Hertz 90, Freq: 371.5, Mode: highgamma
Name: High Hertz 91, Freq: 375, Mode: gamma
Name: High Hertz 92, Freq: 378.5, Mode: highgamma
Name: High Hertz 93, Freq: 382, Mode: gamma
Name: High Hertz 94, Freq: 385.5, Mode: highgamma
Name: High Hertz 95, Freq: 389, Mode: gamma
Name: High Hertz 96, Freq: 392.5, Mode: highgamma
Name: High Hertz 97, Freq: 396, Mode: gamma
Name: High Hertz 98, Freq: 399.5, Mode: highgamma
Name: High Hertz 99, Freq: 403, Mode: gamma
Name: High Hertz 100, Freq: 406.5, Mode: highgamma
Name: High Hertz 101, Freq: 410, Mode: gamma
Name: High Hertz 102, Freq: 413.5, Mode: highgamma
Name: High Hertz 103, Freq: 417, Mode: gamma
Name: High Hertz 104, Freq: 420.5, Mode: highgamma
Name: High Hertz 105, Freq: 424, Mode: gamma
Name: High Hertz 106, Freq: 427.5, Mode: highgamma
Name: High Hertz 107, Freq: 431, Mode: gamma
Name: High Hertz 108, Freq: 434.5, Mode: highgamma
Name: High Hertz 109, Freq: 438, Mode: gamma
Name: High Hertz 110, Freq: 441.5, Mode: highgamma
Name: High Hertz 111, Freq: 445, Mode: gamma
Name: High Hertz 112, Freq: 448.5, Mode: highgamma
Name: High Hertz 113, Freq: 452, Mode: gamma
Name: High Hertz 114, Freq: 455.5, Mode: highgamma
Name: High Hertz 115, Freq: 459, Mode: gamma
Name: High Hertz 116, Freq: 462.5, Mode: highgamma
Name: High Hertz 117, Freq: 466, Mode: gamma
Name: High Hertz 118, Freq: 469.5, Mode: highgamma
Name: High Hertz 119, Freq: 473, Mode: gamma
Name: High Hertz 120, Freq: 476.5, Mode: highgamma
Name: High Hertz 121, Freq: 480, Mode: gamma
Name: High Hertz 122, Freq: 483.5, Mode: highgamma
Name: High Hertz 123, Freq: 487, Mode: gamma
Name: High Hertz 124, Freq: 490.5, Mode: highgamma
Name: High Hertz 125, Freq: 494, Mode: gamma
Name: High Hertz 126, Freq: 497.5, Mode: highgamma
Name: High Hertz 127, Freq: 501, Mode: gamma
Name: High Hertz 128, Freq: 504.5, Mode: highgamma
Name: High Hertz 129, Freq: 508, Mode: gamma
Name: High Hertz 130, Freq: 511.5, Mode: highgamma
Name: High Hertz 131, Freq: 515, Mode: gamma
Name: High Hertz 132, Freq: 518.5, Mode: highgamma
Name: High Hertz 133, Freq: 522, Mode: gamma
Name: High Hertz 134, Freq: 525.5, Mode: highgamma
Name: High Hertz 135, Freq: 529, Mode: gamma
Name: High Hertz 136, Freq: 532.5, Mode: highgamma
Name: High Hertz 137, Freq: 536, Mode: gamma
Name: High Hertz 138, Freq: 539.5, Mode: highgamma
Name: High Hertz 139, Freq: 543, Mode: gamma
Name: High Hertz 140, Freq: 546.5, Mode: highgamma
Name: High Hertz 141, Freq: 550, Mode: gamma
Name: High Hertz 142, Freq: 553.5, Mode: highgamma
Name: High Hertz 143, Freq: 557, Mode: gamma
Name: High Hertz 144, Freq: 560.5, Mode: highgamma
Name: High Hertz 145, Freq: 564, Mode: gamma
Name: High Hertz 146, Freq: 567.5, Mode: highgamma
Name: High Hertz 147, Freq: 571, Mode: gamma
Name: High Hertz 148, Freq: 574.5, Mode: highgamma
Name: High Hertz 149, Freq: 578, Mode: gamma
Name: High Hertz 150, Freq: 581.5, Mode: highgamma
Name: High Hertz 151, Freq: 585, Mode: gamma
Name: High Hertz 152, Freq: 588.5, Mode: highgamma
Name: High Hertz 153, Freq: 592, Mode: gamma
Name: High Hertz 154, Freq: 595.5, Mode: highgamma
Name: High Hertz 155, Freq: 599, Mode: gamma
Name: High Hertz 156, Freq: 602.5, Mode: highgamma
Name: High Hertz 157, Freq: 606, Mode: gamma
Name: High Hertz 158, Freq: 609.5, Mode: highgamma
Name: High Hertz 159, Freq: 613, Mode: gamma
Name: High Hertz 160, Freq: 616.5, Mode: highgamma
Name: High Hertz 161, Freq: 620, Mode: gamma
Name: High Hertz 162, Freq: 623.5, Mode: highgamma
Name: High Hertz 163, Freq: 627, Mode: gamma
Name: High Hertz 164, Freq: 630.5, Mode: highgamma
Name: High Hertz 165, Freq: 634, Mode: gamma
Name: High Hertz 166, Freq: 637.5, Mode: highgamma
Name: High Hertz 167, Freq: 641, Mode: gamma
Name: High Hertz 168, Freq: 644.5, Mode: highgamma
Name: High Hertz 169, Freq: 648, Mode: gamma
Name: High Hertz 170, Freq: 651.5, Mode: highgamma
Name: High Hertz 171, Freq: 655, Mode: gamma
Name: High Hertz 172, Freq: 658.5, Mode: highgamma
Name: High Hertz 173, Freq: 662, Mode: gamma
Name: High Hertz 174, Freq: 665.5, Mode: highgamma
Name: High Hertz 175, Freq: 669, Mode: gamma
Name: High Hertz 176, Freq: 672.5, Mode: highgamma
Name: High Hertz 177, Freq: 676, Mode: gamma
Name: High Hertz 178, Freq: 679.5, Mode: highgamma
Name: High Hertz 179, Freq: 683, Mode: gamma
Name: High Hertz 180, Freq: 686.5, Mode: highgamma
Name: High Hertz 181, Freq: 690, Mode: gamma
Name: High Hertz 182, Freq: 693.5, Mode: highgamma
Name: High Hertz 183, Freq: 697, Mode: gamma
Name: High Hertz 184, Freq: 700.5, Mode: highgamma
Name: High Hertz 185, Freq: 704, Mode: gamma
Name: High Hertz 186, Freq: 707.5, Mode: highgamma
Name: High Hertz 187, Freq: 711, Mode: gamma
Name: High Hertz 188, Freq: 714.5, Mode: highgamma
Name: High Hertz 189, Freq: 718, Mode: gamma
Name: High Hertz 190, Freq: 721.5, Mode: highgamma
Name: High Hertz 191, Freq: 725, Mode: gamma
Name: High Hertz 192, Freq: 728.5, Mode: highgamma
Name: High Hertz 193, Freq: 732, Mode: gamma
Name: High Hertz 194, Freq: 735.5, Mode: highgamma
Name: High Hertz 195, Freq: 739, Mode: gamma
Name: High Hertz 196, Freq: 742.5, Mode: highgamma
Name: High Hertz 197, Freq: 746, Mode: gamma
Name: High Hertz 198, Freq: 749.5, Mode: highgamma
Name: High Hertz 199, Freq: 753, Mode: gamma
Name: High Hertz 200, Freq: 756.5, Mode: highgamma
Name: Experimental 957 Hz, Freq: 957, Mode: highgamma
Name: Schumann Earth (7.83 Hz), Freq: 7.83, Mode: theta
Name: Schumann Peak 2 (14.3 Hz), Freq: 14.3, Mode: beta
Name: Schumann Peak 3 (20.8 Hz), Freq: 20.8, Mode: beta
Name: Schumann Peak 4 (27.3 Hz), Freq: 27.3, Mode: gamma
Name: Schumann Peak 5 (33.8 Hz), Freq: 33.8, Mode: gamma
Name: 174 Hz Pain Relief, Freq: 4, Mode: theta
Name: 285 Hz Tissue Repair, Freq: 5, Mode: theta
Name: 396 Hz Liberation, Freq: 6, Mode: theta
Name: 417 Hz Change, Freq: 7, Mode: theta
Name: 528 Hz Transformation, Freq: 8, Mode: relax
Name: 639 Hz Connection, Freq: 9, Mode: relax
Name: 741 Hz Awakening, Freq: 10, Mode: relax
Name: 852 Hz Intuition, Freq: 11, Mode: relax
Name: 963 Hz Oneness, Freq: 12, Mode: beta
Name: Creative Bridge, Freq: 7.5, Mode: theta
Name: Insight Spark, Freq: 8, Mode: relax
Name: Flow State, Freq: 10.5, Mode: relax
Name: Artist's Zone, Freq: 9.5, Mode: relax
Name: Study Aid (Low Beta), Freq: 13, Mode: beta
Name: Active Learning, Freq: 15, Mode: beta
Name: Cognitive Boost, Freq: 18, Mode: beta
Name: Memory Lock, Freq: 10, Mode: relax
Name: Zen Focus, Freq: 6, Mode: theta
Name: Deep Om, Freq: 4.5, Mode: theta
Name: Kundalini Rise, Freq: 5.5, Mode: theta
Name: Lucid Gateway, Freq: 6.3, Mode: theta
Name: Astral Vibration, Freq: 40, Mode: gamma
Name: Projection Pulse, Freq: 4, Mode: theta
Name: Deep Travel, Freq: 3, Mode: delta
Name: Cellular Regen, Freq: 111, Mode: highgamma
Name: Pain Relief, Freq: 2.5, Mode: delta
Name: Stress Dissolve, Freq: 0.9, Mode: subdelta
Name: Morning Ignition, Freq: 22, Mode: beta
Name: Cognitive Fuel, Freq: 30, Mode: gamma
Name: Workout Prime, Freq: 38, Mode: gamma
Name: Deadline Drive, Freq: 45, Mode: gamma
Name: Neural Sync, Freq: 55, Mode: highgamma
Name: Quantum Focus, Freq: 70, Mode: highgamma
Name: Deep Dive 1, Freq: 0.5, Mode: sleep
Name: Deep Dive 2, Freq: 0.8, Mode: sleep
Name: Deep Dive 3, Freq: 1.1, Mode: sleep
Name: Deep Dive 4, Freq: 1.4, Mode: sleep
Name: Deep Dive 5, Freq: 1.7, Mode: sleep
Name: Deep Dive 6, Freq: 2, Mode: sleep
Name: Deep Dive 7, Freq: 2.3, Mode: sleep
Name: Deep Dive 8, Freq: 2.6, Mode: sleep
Name: Deep Dive 9, Freq: 2.9, Mode: sleep
Name: Deep Dive 10, Freq: 3.2, Mode: sleep
Name: Deep Dive 11, Freq: 3.5, Mode: sleep
Name: Deep Dive 12, Freq: 3.8, Mode: sleep
Name: Deep Dive 13, Freq: 4.1, Mode: theta
Name: Deep Dive 14, Freq: 4.4, Mode: theta
Name: Deep Dive 15, Freq: 4.7, Mode: theta
Name: Deep Dive 16, Freq: 5, Mode: theta
Name: Deep Dive 17, Freq: 5.3, Mode: theta
Name: Deep Dive 18, Freq: 5.6, Mode: theta
Name: Deep Dive 19, Freq: 5.9, Mode: theta
Name: Deep Dive 20, Freq: 6.2, Mode: theta
Name: Deep Dive 21, Freq: 6.5, Mode: theta
Name: Deep Dive 22, Freq: 6.8, Mode: theta
Name: Deep Dive 23, Freq: 7.1, Mode: theta
Name: Deep Dive 24, Freq: 7.4, Mode: theta
Name: Deep Dive 25, Freq: 7.7, Mode: theta
Name: Calm State 1, Freq: 8, Mode: relax
Name: Calm State 2, Freq: 8.25, Mode: relax
Name: Calm State 3, Freq: 8.5, Mode: relax
Name: Calm State 4, Freq: 8.75, Mode: relax
Name: Calm State 5, Freq: 9, Mode: relax
Name: Calm State 6, Freq: 9.25, Mode: relax
Name: Calm State 7, Freq: 9.5, Mode: relax
Name: Calm State 8, Freq: 9.75, Mode: relax
Name: Calm State 9, Freq: 10, Mode: relax
Name: Calm State 10, Freq: 10.25, Mode: relax
Name: Calm State 11, Freq: 10.5, Mode: relax
Name: Calm State 12, Freq: 10.75, Mode: relax
Name: Calm State 13, Freq: 11, Mode: relax
Name: Calm State 14, Freq: 11.25, Mode: relax
Name: Calm State 15, Freq: 11.5, Mode: relax
Name: Calm State 16, Freq: 11.75, Mode: relax
Name: Calm State 17, Freq: 12, Mode: relax
Name: Calm State 18, Freq: 12.25, Mode: relax
Name: Calm State 19, Freq: 12.5, Mode: relax
Name: Calm State 20, Freq: 12.75, Mode: relax
Name: Calm State 21, Freq: 13, Mode: relax
Name: Calm State 22, Freq: 13.25, Mode: relax
Name: Calm State 23, Freq: 13.5, Mode: relax
Name: Calm State 24, Freq: 13.75, Mode: relax
Name: Calm State 25, Freq: 14, Mode: relax
Name: Active Mind 1, Freq: 14.5, Mode: beta
Name: Active Mind 2, Freq: 15.1, Mode: beta
Name: Active Mind 3, Freq: 15.7, Mode: beta
Name: Active Mind 4, Freq: 16.3, Mode: beta
Name: Active Mind 5, Freq: 16.9, Mode: beta
Name: Active Mind 6, Freq: 17.5, Mode: beta
Name: Active Mind 7, Freq: 18.1, Mode: beta
Name: Active Mind 8, Freq: 18.7, Mode: beta
Name: Active Mind 9, Freq: 19.3, Mode: beta
Name: Active Mind 10, Freq: 19.9, Mode: beta
Name: Active Mind 11, Freq: 20.5, Mode: beta
Name: Active Mind 12, Freq: 21.1, Mode: beta
Name: Active Mind 13, Freq: 21.7, Mode: beta
Name: Active Mind 14, Freq: 22.3, Mode: beta
Name: Active Mind 15, Freq: 22.9, Mode: beta
Name: Active Mind 16, Freq: 23.5, Mode: beta
Name: Active Mind 17, Freq: 24.1, Mode: beta
Name: Active Mind 18, Freq: 24.7, Mode: beta
Name: Active Mind 19, Freq: 25.3, Mode: beta
Name: Active Mind 20, Freq: 25.9, Mode: beta
Name: Active Mind 21, Freq: 26.5, Mode: beta
Name: Active Mind 22, Freq: 27.1, Mode: beta
Name: Active Mind 23, Freq: 27.7, Mode: beta
Name: Active Mind 24, Freq: 28.3, Mode: beta
Name: Active Mind 25, Freq: 28.9, Mode: beta
Name: Hyper Sync 1, Freq: 32, Mode: beta
Name: Hyper Sync 2, Freq: 34, Mode: beta
Name: Hyper Sync 3, Freq: 36, Mode: beta
Name: Hyper Sync 4, Freq: 38, Mode: beta
Name: Hyper Sync 5, Freq: 40, Mode: beta
Name: Hyper Sync 6, Freq: 42, Mode: gamma
Name: Hyper Sync 7, Freq: 44, Mode: gamma
Name: Hyper Sync 8, Freq: 46, Mode: gamma
Name: Hyper Sync 9, Freq: 48, Mode: gamma
Name: Hyper Sync 10, Freq: 50, Mode: gamma
Name: Hyper Sync 11, Freq: 52, Mode: gamma
Name: Hyper Sync 12, Freq: 54, Mode: gamma
Name: Hyper Sync 13, Freq: 56, Mode: gamma
Name: Hyper Sync 14, Freq: 58, Mode: gamma
Name: Hyper Sync 15, Freq: 60, Mode: gamma
Name: Hyper Sync 16, Freq: 62, Mode: gamma
Name: Hyper Sync 17, Freq: 64, Mode: gamma
Name: Hyper Sync 18, Freq: 66, Mode: gamma
Name: Hyper Sync 19, Freq: 68, Mode: gamma
Name: Hyper Sync 20, Freq: 70, Mode: gamma
Name: Hyper Sync 21, Freq: 72, Mode: gamma
Name: Hyper Sync 22, Freq: 74, Mode: gamma
Name: Hyper Sync 23, Freq: 76, Mode: gamma
Name: Hyper Sync 24, Freq: 78, Mode: gamma
Name: Hyper Sync 25, Freq: 80, Mode: gamma
